# Balancin telemetria  2026-05-26 09:42:51
# Cargar en MATLAB:
#   data = readmatrix('archivo.txt', 'CommentStyle','#');
# Columnas:
# t[s]	vd[m/s]	v[m/s]	theta[rad]	alpha[rad]	oml[rad/s]	omr[rad/s]	ul[V]	ur[V]	Sl	Sr	modo_sol
2.370	+0.000000	-0.130196	+0.135959	-0.109806	+14.532872	+14.186851	-9.271523	-9.271523	98	25	0
2.380	+0.000000	-0.136471	+0.135959	-0.054903	+14.186851	+14.186851	-4.387417	-4.387417	94	20	0
2.390	+0.000000	-0.122353	+0.140647	+0.032942	+14.532872	+14.532872	+2.814570	+2.814570	92	16	0
2.400	+0.000000	-0.089412	+0.142991	+0.076864	-14.302191	-13.956171	+6.125828	+6.125828	92	14	0
2.410	+0.000000	-0.015686	+0.147679	+0.197650	-11.995386	-11.995386	-10.264901	-10.264901	93	13	0
2.420	+0.000000	+0.153725	+0.150023	+0.285495	-7.381776	-7.035755	-10.264901	-10.264901	94	14	0
2.430	+0.000000	-0.048627	+0.150023	+0.538048	-0.807382	-1.960784	-10.264901	-10.264901	95	14	0
2.440	+0.000000	+0.094118	+0.157056	+0.658834	+3.806228	+1.499423	-10.264901	-10.264901	96	12	0
2.450	+0.000000	+0.161569	+0.157056	+0.625892	+6.113033	+2.998847	-10.264901	-10.264901	98	13	0
2.460	+0.000000	-0.153725	+0.157056	+0.779620	+8.765859	+5.305652	-10.264901	-10.264901	97	13	0
2.470	+0.000000	-0.098824	+0.154712	+0.823542	+9.573241	+7.612457	-10.264901	-10.264901	94	11	0
2.480	+0.000000	-0.065882	+0.152368	+0.768640	+10.380623	+8.765859	-10.264901	-10.264901	93	11	0
2.490	+0.000000	-0.018824	+0.147679	+0.768640	+11.072664	+10.726644	-10.264901	-10.264901	92	12	0
2.500	+0.000000	-0.018824	+0.142991	+0.955309	+10.726644	+11.072664	-10.264901	-10.264901	91	14	0
2.510	+0.000000	+0.007843	+0.145335	+1.010212	+11.534025	+11.880046	-10.264901	-10.264901	92	14	0
2.520	+0.000000	+0.036078	+0.145335	+1.021192	+11.880046	+13.033449	-10.264901	-10.264901	94	16	0
2.530	+0.000000	+0.042353	+0.152368	+1.054134	+11.880046	+13.379469	-10.264901	-10.264901	98	16	0
2.540	+0.000000	+0.054902	+0.157056	+1.087076	+11.880046	+14.186851	-10.264901	-10.264901	101	17	0
2.550	+0.000000	+0.062745	+0.157056	+1.087076	+11.534025	-14.532872	-10.264901	-10.264901	101	16	0
2.560	+0.000000	+0.069020	+0.152368	+1.076095	+11.880046	-14.532872	-10.264901	-10.264901	98	16	0
2.570	+0.000000	+0.083137	+0.145335	+1.043154	+12.226067	-14.186851	-10.264901	-10.264901	95	16	0
2.580	+0.000000	+0.083137	+0.140647	+1.032173	+12.226067	-14.186851	-10.264901	-10.264901	92	17	0
2.590	+0.000000	+0.089412	+0.140647	+0.977270	+12.226067	-13.840830	-10.264901	-10.264901	92	17	0
2.600	+0.000000	+0.095686	+0.145335	+0.900406	+12.226067	-13.379469	-10.264901	-10.264901	94	17	0
2.610	+0.000000	+0.109804	+0.152368	+0.845503	+12.687428	-13.033449	-10.264901	-10.264901	99	17	0
2.620	+0.000000	+0.103529	+0.159400	+0.790601	+12.687428	-13.379469	-10.264901	-10.264901	103	17	0
2.630	+0.000000	+0.122353	+0.166432	+0.768640	+13.379469	-13.033449	-10.264901	-10.264901	106	17	0
2.640	+0.000000	+0.103529	+0.168776	+0.779620	+13.033449	-13.840830	-10.264901	-10.264901	108	17	0
2.650	+0.000000	+0.109804	+0.171120	+0.790601	+13.033449	-13.379469	-10.264901	-10.264901	109	17	0
2.660	+0.000000	+0.116078	+0.171120	+0.779620	+13.379469	-13.379469	-10.264901	-10.264901	109	17	0
2.670	+0.000000	+0.122353	+0.166432	+0.779620	+13.379469	-13.033449	-10.264901	-10.264901	107	17	0
2.680	+0.000000	+0.116078	+0.161744	+0.768640	+13.379469	-13.379469	-10.264901	-10.264901	104	17	0
2.690	+0.000000	+0.122353	+0.157056	+0.834523	+13.379469	-13.033449	-10.264901	-10.264901	101	17	0
2.700	+0.000000	+0.122353	+0.154712	+0.757659	+13.379469	-13.033449	-10.264901	-10.264901	100	18	0
2.710	+0.000000	+0.122353	+0.154712	+0.790601	+13.379469	-13.033449	-10.264901	-10.264901	101	17	0
2.720	+0.000000	+0.130196	+0.154712	+0.746678	+13.840830	-13.033449	-10.264901	-10.264901	101	17	0
2.730	+0.000000	+0.130196	+0.152368	+0.724717	+13.840830	-13.033449	-10.264901	-10.264901	100	17	0
2.740	+0.000000	+0.142745	+0.150023	+0.691776	+14.186851	-12.687428	-10.264901	-10.264901	98	17	0
2.750	+0.000000	+0.130196	+0.150023	+0.669814	+13.840830	-13.033449	-10.264901	-10.264901	98	17	0
2.760	+0.000000	+0.136471	+0.150023	+0.658834	+14.186851	-13.033449	-10.264901	-10.264901	99	18	0
2.770	+0.000000	+0.142745	+0.065635	+0.636873	+14.186851	-12.687428	-10.264901	-10.264901	98	63	0
2.780	+0.000000	+0.142745	+0.067979	+0.581970	+14.532872	-13.033449	-10.264901	-10.264901	99	62	0
2.790	+0.000000	+0.142745	+0.032818	+0.549028	+14.532872	-13.033449	-10.264901	-10.264901	100	82	0
2.800	+0.000000	+0.150588	+0.037506	+0.494125	-14.532872	-13.033449	-10.264901	-10.264901	103	82	0
2.810	+0.000000	+0.150588	+0.014065	+0.450203	-14.532872	-13.033449	-10.264901	-10.264901	107	98	0
2.820	+0.000000	+0.156863	+0.025785	+0.406281	-14.532872	-12.687428	-10.264901	-10.264901	112	97	0
2.830	+0.000000	+0.156863	+0.014065	+0.362359	-14.186851	-13.033449	-10.264901	-10.264901	118	111	0
2.840	+0.000000	+0.169412	+0.030474	+0.340397	-13.840830	-12.687428	-10.264901	-10.264901	127	109	0
2.850	+0.000000	+0.150588	+0.028129	+0.241572	-14.186851	-13.379469	-10.264901	-10.264901	135	120	0
2.860	+0.000000	+0.156863	+0.044538	+0.208631	-14.186851	-13.033449	-10.264901	-10.264901	144	119	0
2.870	+0.000000	+0.163137	+0.058603	+0.175689	-13.840830	-13.033449	-10.264901	-10.264901	151	119	0
2.880	+0.000000	+0.156863	+0.072668	+0.087845	-14.186851	-13.033449	+8.029801	+8.112583	158	119	0
2.890	+0.000000	+0.163137	+0.079700	+0.065883	-13.840830	-13.033449	+5.877483	+5.960265	162	118	0
2.900	+0.000000	+0.142745	+0.086732	+0.021961	-14.532872	-13.379469	+2.483444	+2.483444	165	118	0
2.910	+0.000000	+0.150588	+0.091421	-0.043922	-14.532872	-13.033449	-2.731788	-2.731788	167	118	0
2.920	+0.000000	+0.116078	+0.093765	-0.109806	+14.186851	-14.186851	-8.360927	-8.278146	168	118	0
2.930	+0.000000	+0.028235	+0.093765	-0.197650	+11.534025	+13.033449	+10.264901	+10.264901	169	118	0
2.940	+0.000000	-0.160000	+0.096109	-0.351378	+5.767013	+8.073818	+10.264901	+10.264901	169	117	0
2.950	+0.000000	+0.047059	+0.096109	-0.340397	+0.000000	+2.652826	+10.264901	+10.264901	169	117	0
2.960	+0.000000	-0.087843	+0.098453	-0.439223	-3.575548	-1.614764	+10.264901	+10.264901	170	117	0
2.970	+0.000000	-0.155294	+0.098453	-0.527067	-5.420992	-3.575548	+10.264901	+10.264901	170	117	0
2.980	+0.000000	+0.200784	+0.098453	-0.636873	-6.574394	-5.074971	+10.264901	+10.264901	170	117	0
2.990	+0.000000	+0.106667	+0.098453	-0.702756	-8.881200	-8.189158	+10.264901	+10.264901	169	117	0
3.000	+0.000000	+0.092549	+0.096109	-0.823542	-8.881200	-8.881200	+10.264901	+10.264901	169	117	0
3.010	+0.000000	+0.051765	+0.098453	-0.867465	-10.034602	-10.034602	+10.264901	+10.264901	169	116	0
3.020	+0.000000	+0.018824	+0.098453	-0.911387	-10.841984	-11.188005	+10.264901	+10.264901	169	116	0
3.030	+0.000000	-0.007843	+0.096109	-0.922367	-11.188005	-12.341407	+10.264901	+10.264901	169	116	0
3.040	+0.000000	-0.015686	+0.096109	-0.922367	-11.649366	-12.341407	+10.264901	+10.264901	168	116	0
3.050	+0.000000	-0.036078	+0.096109	-0.933348	-11.649366	-13.494810	+10.264901	+10.264901	168	116	0
3.060	+0.000000	-0.048627	+0.093765	-0.977270	-11.995386	-13.956171	+10.264901	+10.264901	167	116	0
3.070	+0.000000	-0.062745	+0.091421	-1.043154	-12.341407	-14.302191	+10.264901	+10.264901	166	116	0
3.080	+0.000000	-0.069020	+0.091421	-1.065115	-12.802768	-14.302191	+10.264901	+10.264901	166	116	0
3.090	+0.000000	-0.075294	+0.086732	-1.087076	-12.802768	-14.648212	+10.264901	+10.264901	163	116	0
3.100	+0.000000	-0.083137	+0.084388	-1.109037	-13.148789	-14.648212	+10.264901	+10.264901	162	116	0
3.110	+0.000000	-0.095686	+0.079700	-1.141979	-13.494810	+14.532872	+10.264901	+10.264901	159	116	0
3.120	+0.000000	-0.089412	+0.075012	-1.130998	-13.494810	-14.648212	+10.264901	+10.264901	156	116	0
3.130	+0.000000	-0.103529	+0.025785	-1.141979	-13.956171	+14.532872	+10.264901	+10.264901	153	139	0
3.140	+0.000000	-0.109804	+0.021097	-1.076095	-13.956171	+14.186851	+10.264901	+10.264901	150	138	0
3.150	+0.000000	-0.116078	+0.016409	-1.109037	-14.302191	+14.186851	+10.264901	+10.264901	147	138	0
3.160	+0.000000	-0.103529	+0.007032	-1.120018	-13.956171	+14.532872	+10.264901	+10.264901	142	138	0
3.170	+0.000000	-0.109804	+0.000000	-1.141979	-14.302191	+14.532872	+10.264901	+10.264901	138	138	0
3.180	+0.000000	-0.122353	-0.009376	-1.163940	-14.302191	+13.840830	+10.264901	+10.264901	133	137	0
3.190	+0.000000	-0.116078	-0.018753	-1.152959	-14.302191	+14.186851	+10.264901	+10.264901	127	137	0
3.200	+0.000000	-0.130196	-0.028129	-1.076095	-14.648212	+13.840830	+10.264901	+10.264901	122	137	0
3.210	+0.000000	-0.130196	-0.009376	-1.010212	-14.302191	+13.379469	+10.264901	+10.264901	119	123	0
3.220	+0.000000	-0.130196	-0.016409	-0.977270	-14.648212	+13.840830	+10.264901	+10.264901	115	123	0
3.230	+0.000000	-0.122353	-0.023441	-0.988251	-14.302191	+13.840830	+10.264901	+10.264901	112	124	0
3.240	+0.000000	-0.142745	-0.028129	-0.988251	-14.648212	+13.033449	+10.264901	+10.264901	109	123	0
3.250	+0.000000	-0.142745	-0.030474	-0.933348	+14.532872	+13.379469	+10.264901	+10.264901	107	123	0
3.260	+0.000000	-0.130196	-0.032818	-0.889426	-14.648212	+13.840830	+10.264901	+10.264901	106	123	0
3.270	+0.000000	-0.142745	-0.032818	-0.867465	+14.532872	+13.379469	+10.264901	+10.264901	106	123	0
3.280	+0.000000	-0.142745	-0.032818	-0.856484	+14.532872	+13.379469	+10.264901	+10.264901	106	123	0
3.290	+0.000000	-0.150588	-0.032818	-0.845503	+14.186851	+13.379469	+10.264901	+10.264901	107	123	0
3.300	+0.000000	-0.142745	-0.028129	-0.812562	+14.532872	+13.379469	+10.264901	+10.264901	108	123	0
3.310	+0.000000	-0.156863	-0.030474	-0.735698	+13.840830	+13.379469	+10.264901	+10.264901	107	123	0
3.320	+0.000000	-0.163137	-0.030474	-0.702756	+13.840830	+13.033449	+10.264901	+10.264901	107	123	0
3.330	+0.000000	-0.142745	-0.032818	-0.658834	+14.186851	+13.840830	+10.264901	+10.264901	107	123	0
3.340	+0.000000	-0.150588	-0.032818	-0.581970	+14.186851	+13.379469	+10.264901	+10.264901	106	123	0
3.350	+0.000000	-0.156863	-0.039850	-0.527067	+13.840830	+13.379469	+10.264901	+10.264901	103	123	0
3.360	+0.000000	-0.156863	-0.044538	-0.483145	+13.840830	+13.379469	+10.264901	+10.264901	100	123	0
3.370	+0.000000	-0.156863	-0.042194	-0.439223	+13.840830	+13.379469	+10.264901	+10.264901	101	123	0
3.380	+0.000000	-0.150588	-0.037506	-0.351378	+14.186851	+13.379469	+10.264901	+10.264901	103	122	0
3.390	+0.000000	-0.156863	+0.133615	-0.307456	+13.840830	+13.379469	+10.264901	+10.264901	105	34	0
3.400	+0.000000	-0.136471	+0.140647	-0.197650	+14.186851	+14.186851	+10.264901	+10.264901	107	31	0
3.410	+0.000000	-0.136471	+0.150023	-0.153728	+14.186851	+14.186851	+10.264901	+10.264901	107	26	0
3.420	+0.000000	-0.136471	+0.152368	-0.076864	+14.186851	+14.186851	-6.456954	-6.456954	105	23	0
3.430	+0.000000	-0.122353	+0.147679	+0.000000	+14.186851	-14.648212	-0.082781	+0.000000	102	23	0
3.440	+0.000000	-0.122353	+0.145335	+0.098825	+14.186851	-14.648212	+8.195364	+8.195364	102	24	0
3.450	+0.000000	-0.021961	+0.142991	+0.175689	-12.802768	-11.649366	-10.264901	-10.264901	101	24	0
3.460	+0.000000	+0.174118	+0.140647	+0.252553	-7.035755	-6.228374	-10.264901	-10.264901	99	24	0
3.470	+0.000000	-0.028235	+0.140647	+0.417261	-0.807382	-0.807382	-10.264901	-10.264901	100	25	0
3.480	+0.000000	+0.106667	+0.140647	+0.658834	+4.152249	+1.845444	-10.264901	-10.264901	101	25	0
3.490	+0.000000	+0.180392	+0.142991	+0.768640	+6.920415	+3.460208	-10.264901	-10.264901	102	25	0
3.500	+0.000000	-0.145882	+0.142991	+0.768640	+8.765859	+5.767013	-10.264901	-10.264901	102	25	0
3.510	+0.000000	-0.092549	+0.142991	+0.834523	+9.573241	+8.073818	-10.264901	-10.264901	103	26	0
3.520	+0.000000	-0.051765	+0.145335	+0.944329	+10.726644	+9.227220	-10.264901	-10.264901	104	26	0
3.530	+0.000000	-0.018824	+0.147679	+0.911387	+11.534025	+10.380623	-10.264901	-10.264901	104	26	0
3.540	+0.000000	+0.001569	+0.147679	+0.933348	+11.534025	+11.534025	-10.264901	-10.264901	105	26	0
3.550	+0.000000	+0.036078	+0.147679	+0.944329	+12.226067	+12.687428	-10.264901	-10.264901	106	26	0
3.560	+0.000000	+0.036078	+0.150023	+0.922367	+11.880046	+13.033449	-10.264901	-10.264901	107	26	0
3.570	+0.000000	+0.054902	+0.150023	+0.955309	+12.226067	+13.840830	-10.264901	-10.264901	107	26	0
3.580	+0.000000	+0.069020	+0.145335	+0.955309	+12.226067	+14.532872	-10.264901	-10.264901	104	26	0
3.590	+0.000000	+0.075294	+0.140647	+0.944329	+12.226067	-14.532872	-10.264901	-10.264901	102	26	0
3.600	+0.000000	+0.095686	+0.133615	+0.955309	+13.033449	-14.186851	-10.264901	-10.264901	99	26	0
3.610	+0.000000	+0.089412	+0.126582	+0.933348	+12.687428	-14.186851	-10.264901	-10.264901	94	26	0
3.620	+0.000000	+0.103529	+0.128926	+0.922367	+13.379469	-14.186851	-10.264901	-10.264901	95	26	0
3.630	+0.000000	+0.109804	+0.135959	+0.944329	+13.379469	-13.840830	-10.264901	-10.264901	100	26	0
3.640	+0.000000	+0.116078	+0.142991	+0.911387	+13.379469	-13.379469	-10.264901	-10.264901	103	26	0
3.650	+0.000000	+0.116078	+0.147679	+0.900406	+13.379469	-13.379469	-10.264901	-10.264901	106	26	0
3.660	+0.000000	+0.130196	+0.152368	+0.922367	+13.840830	-13.033449	-10.264901	-10.264901	108	26	0
3.670	+0.000000	+0.116078	+0.154712	+0.977270	+13.379469	-13.379469	-10.264901	-10.264901	109	27	0
3.680	+0.000000	+0.109804	+0.154712	+0.966290	+13.379469	-13.840830	-10.264901	-10.264901	109	27	0
3.690	+0.000000	+0.130196	+0.152368	+0.977270	+13.840830	-13.033449	-10.264901	-10.264901	108	27	0
3.700	+0.000000	+0.122353	+0.150023	+0.933348	+13.840830	-13.379469	-10.264901	-10.264901	107	26	0
3.710	+0.000000	+0.130196	+0.142991	+0.966290	+13.840830	-13.033449	-10.264901	-10.264901	104	27	0
3.720	+0.000000	+0.122353	+0.142991	+0.911387	+13.379469	-13.033449	-10.264901	-10.264901	104	27	0
3.730	+0.000000	+0.130196	+0.142991	+0.878445	+13.840830	-13.033449	-10.264901	-10.264901	104	27	0
3.740	+0.000000	+0.130196	+0.142991	+0.856484	+13.840830	-13.033449	-10.264901	-10.264901	103	27	0
3.750	+0.000000	+0.130196	+0.138303	+0.834523	+13.840830	-13.033449	-10.264901	-10.264901	101	27	0
3.760	+0.000000	+0.136471	+0.135959	+0.812562	+13.840830	-12.687428	-10.264901	-10.264901	100	27	0
3.770	+0.000000	+0.136471	+0.131271	+0.812562	+14.186851	-13.033449	-10.264901	-10.264901	98	27	0
3.780	+0.000000	+0.136471	+0.128926	+0.812562	+14.186851	-13.033449	-10.264901	-10.264901	97	27	0
3.790	+0.000000	+0.142745	+0.128926	+0.812562	+14.532872	-13.033449	-10.264901	-10.264901	97	27	0
3.800	+0.000000	+0.142745	+0.128926	+0.702756	+14.186851	-12.687428	-10.264901	-10.264901	96	27	0
3.810	+0.000000	+0.142745	+0.128926	+0.691776	+14.532872	-13.033449	-10.264901	-10.264901	97	27	0
3.820	+0.000000	+0.142745	+0.131271	+0.658834	+14.532872	-13.033449	-10.264901	-10.264901	98	27	0
3.830	+0.000000	+0.150588	+0.135959	+0.647853	-14.532872	-13.033449	-10.264901	-10.264901	100	27	0
3.840	+0.000000	+0.156863	+0.135959	+0.625892	-14.186851	-13.033449	-10.264901	-10.264901	101	27	0
3.850	+0.000000	+0.163137	+0.145335	+0.538048	-14.186851	-12.687428	-10.264901	-10.264901	105	27	0
3.860	+0.000000	+0.150588	+0.157056	+0.472164	-14.532872	-13.033449	-10.264901	-10.264901	111	27	0
3.870	+0.000000	+0.163137	+0.168776	+0.439223	-13.840830	-13.033449	-10.264901	-10.264901	118	27	0
3.880	+0.000000	+0.156863	+0.185185	+0.450203	-14.186851	-13.033449	-10.264901	-10.264901	126	27	0
3.890	+0.000000	+0.163137	+0.201594	+0.395300	-13.840830	-13.033449	-10.264901	-10.264901	135	27	0
3.900	+0.000000	+0.163137	+0.215659	+0.340397	-13.840830	-13.033449	-10.264901	-10.264901	143	27	0
3.910	+0.000000	+0.163137	+0.229723	+0.241572	-13.840830	-13.033449	-10.264901	-10.264901	150	27	0
3.920	+0.000000	+0.163137	+0.241444	+0.219611	-13.840830	-13.033449	-10.264901	-10.264901	156	27	0
3.930	+0.000000	+0.156863	+0.248476	+0.131767	-14.186851	-13.033449	-10.264901	-10.264901	160	27	0
3.940	+0.000000	+0.163137	+0.250820	+0.087845	-13.840830	-13.033449	+7.781457	+7.781457	162	27	0
3.950	+0.000000	+0.163137	+0.255509	+0.032942	-13.840830	-13.033449	+3.725166	+3.725166	165	27	0
3.960	+0.000000	+0.156863	+0.257853	-0.010981	-14.186851	-13.033449	-0.165563	-0.082781	165	27	0
3.970	+0.000000	+0.130196	+0.257853	-0.087845	+14.532872	-13.840830	-6.208609	-6.125828	165	27	0
3.980	+0.000000	+0.075294	+0.255509	-0.208631	+13.033449	+14.186851	+10.264901	+10.264901	164	27	0
3.990	+0.000000	-0.078431	+0.255509	-0.285495	+8.419839	+9.919262	+10.264901	+10.264901	164	27	0
4.000	+0.000000	+0.094118	+0.253165	-0.395300	+1.499423	+3.806228	+10.264901	+10.264901	163	27	0
4.010	+0.000000	-0.034510	+0.253165	-0.450203	-1.960784	+0.000000	+10.264901	+10.264901	163	27	0
4.020	+0.000000	-0.122353	+0.253165	-0.516087	-5.074971	-1.960784	+10.264901	+10.264901	163	27	0
4.030	+0.000000	+0.200784	+0.253165	-0.592950	-7.381776	-4.267589	+10.264901	+10.264901	163	27	0
4.040	+0.000000	+0.153725	+0.255509	-0.724717	-8.535179	-5.882353	+10.264901	+10.264901	164	27	0
4.050	+0.000000	+0.119216	+0.255509	-0.746678	-8.535179	-7.727797	+10.264901	+10.264901	164	27	0
4.060	+0.000000	+0.059608	+0.257853	-0.801581	-10.034602	-9.688581	+10.264901	+10.264901	165	27	0
4.070	+0.000000	+0.025098	+0.255509	-0.845503	-11.188005	-10.495963	+10.264901	+10.264901	165	27	0
4.080	+0.000000	+0.010980	+0.257853	-0.867465	-11.188005	-11.188005	+10.264901	+10.264901	166	27	0
4.090	+0.000000	-0.007843	+0.257853	-0.999231	-11.649366	-11.995386	+10.264901	+10.264901	166	27	0
4.100	+0.000000	-0.028235	+0.260197	-1.043154	-11.649366	-13.148789	+10.264901	+10.264901	166	27	0
4.110	+0.000000	-0.042353	+0.260197	-1.010212	-11.995386	-13.494810	+10.264901	+10.264901	166	27	0
4.120	+0.000000	-0.054902	+0.260197	-1.087076	-11.995386	-14.302191	+10.264901	+10.264901	166	27	0
4.130	+0.000000	-0.062745	+0.257853	-1.065115	-12.341407	-14.302191	+10.264901	+10.264901	166	27	0
4.140	+0.000000	-0.069020	+0.257853	-1.054134	-12.341407	-14.648212	+10.264901	+10.264901	165	27	0
4.150	+0.000000	-0.083137	+0.257853	-1.054134	-12.802768	+14.532872	+10.264901	+10.264901	165	27	0
4.160	+0.000000	-0.089412	+0.255509	-1.065115	-13.148789	+14.532872	+10.264901	+10.264901	164	27	0
4.170	+0.000000	-0.089412	+0.250820	-1.054134	-13.148789	+14.532872	+10.264901	+10.264901	162	27	0
4.180	+0.000000	-0.103529	+0.248476	-1.043154	-13.956171	+14.532872	+10.264901	+10.264901	161	27	0
4.190	+0.000000	-0.103529	+0.243788	-1.043154	-13.494810	+14.186851	+10.264901	+10.264901	158	27	0
4.200	+0.000000	-0.109804	+0.239100	-1.054134	-13.956171	+14.186851	+10.264901	+10.264901	155	27	0
4.210	+0.000000	-0.116078	+0.234412	-1.120018	-14.302191	+14.186851	+10.264901	+10.264901	152	27	0
4.220	+0.000000	-0.103529	+0.227379	-1.185901	-13.956171	+14.532872	+10.264901	+10.264901	149	27	0
4.230	+0.000000	-0.122353	+0.220347	-1.196882	-14.302191	+13.840830	+10.264901	+10.264901	145	27	0
4.240	+0.000000	-0.122353	+0.210970	-1.174920	-14.302191	+13.840830	+10.264901	+10.264901	141	27	0
4.250	+0.000000	-0.116078	+0.201594	-1.098056	-14.302191	+14.186851	+10.264901	+10.264901	136	27	0
4.260	+0.000000	-0.122353	+0.192218	-1.054134	-14.302191	+13.840830	+10.264901	+10.264901	131	27	0
4.270	+0.000000	-0.122353	+0.182841	-0.999231	-14.302191	+13.840830	+10.264901	+10.264901	125	27	0
4.280	+0.000000	-0.136471	+0.173465	-0.999231	-14.648212	+13.379469	+10.264901	+10.264901	120	27	0
4.290	+0.000000	-0.122353	+0.166432	-0.999231	-14.302191	+13.840830	+10.264901	+10.264901	116	27	0
4.300	+0.000000	-0.136471	+0.159400	-1.043154	-14.648212	+13.379469	+10.264901	+10.264901	113	27	0
4.310	+0.000000	-0.122353	+0.154712	-0.988251	-14.302191	+13.840830	+10.264901	+10.264901	110	27	0
4.320	+0.000000	-0.136471	+0.152368	-0.922367	-14.648212	+13.379469	+10.264901	+10.264901	109	27	0
4.330	+0.000000	-0.142745	+0.147679	-0.878445	+14.532872	+13.379469	+10.264901	+10.264901	106	27	0
4.340	+0.000000	-0.136471	+0.145335	-0.845503	-14.648212	+13.379469	+10.264901	+10.264901	105	27	0
4.350	+0.000000	-0.150588	+0.142991	-0.867465	+14.532872	+13.033449	+10.264901	+10.264901	104	27	0
4.360	+0.000000	-0.150588	+0.142991	-0.812562	+14.186851	+13.379469	+10.264901	+10.264901	104	27	0
4.370	+0.000000	-0.150588	+0.145335	-0.768640	+14.186851	+13.379469	+10.264901	+10.264901	105	27	0
4.380	+0.000000	-0.156863	+0.150023	-0.746678	+14.186851	+13.033449	+10.264901	+10.264901	107	27	0
4.390	+0.000000	-0.150588	+0.152368	-0.702756	+14.186851	+13.379469	+10.264901	+10.264901	109	27	0
4.400	+0.000000	-0.150588	+0.152368	-0.658834	+14.186851	+13.379469	+10.264901	+10.264901	110	27	0
4.410	+0.000000	-0.163137	+0.154712	-0.603931	+13.840830	+13.033449	+10.264901	+10.264901	110	27	0
4.420	+0.000000	-0.156863	+0.152368	-0.549028	+13.840830	+13.379469	+10.264901	+10.264901	109	27	0
4.430	+0.000000	-0.163137	+0.150023	-0.505106	+13.840830	+13.033449	+10.264901	+10.264901	107	27	0
4.440	+0.000000	-0.156863	+0.114862	-0.461184	+13.840830	+13.379469	+10.264901	+10.264901	103	42	0
4.450	+0.000000	-0.156863	+0.117206	-0.439223	+13.379469	+13.840830	+10.264901	+10.264901	100	37	0
4.460	+0.000000	-0.142745	+0.131271	-0.384320	+13.840830	+14.186851	+10.264901	+10.264901	100	29	0
4.470	+0.000000	-0.163137	+0.147679	-0.351378	+13.840830	+13.033449	+10.264901	+10.264901	104	24	0
4.480	+0.000000	-0.142745	+0.152368	-0.296475	+13.840830	+14.186851	+10.264901	+10.264901	107	25	0
4.490	+0.000000	-0.142745	+0.150023	-0.208631	+14.186851	+13.840830	+10.264901	+10.264901	108	27	0
4.500	+0.000000	-0.130196	+0.159400	-0.120786	+14.186851	+14.532872	-10.264901	-10.264901	110	25	0
4.510	+0.000000	-0.130196	+0.159400	-0.043922	+14.186851	+14.532872	-4.056291	-4.056291	111	25	0
4.520	+0.000000	-0.130196	+0.152368	+0.000000	+14.186851	+14.532872	-0.082781	-0.082781	110	28	0
4.530	+0.000000	-0.116078	+0.152368	+0.131767	+14.532872	-14.648212	-10.264901	-10.264901	111	28	0
4.540	+0.000000	-0.001569	+0.154712	+0.241572	-11.995386	-11.188005	-10.264901	-10.264901	111	28	0
4.550	+0.000000	-0.163137	+0.154712	+0.461184	-5.074971	-4.267589	-10.264901	-10.264901	112	28	0
4.560	+0.000000	+0.018824	+0.154712	+0.702756	+0.692042	+0.346021	-10.264901	-10.264901	111	28	0
4.570	+0.000000	+0.127059	+0.157056	+0.823542	+4.152249	+2.998847	-10.264901	-10.264901	112	28	0
4.580	+0.000000	-0.192941	+0.159400	+0.889426	+7.266436	+4.613610	-10.264901	-10.264901	113	28	0
4.590	+0.000000	-0.133333	+0.159400	+0.977270	+8.419839	+6.920415	-10.264901	-10.264901	114	28	0
4.600	+0.000000	-0.098824	+0.159400	+0.988251	+9.573241	+7.612457	-10.264901	-10.264901	114	28	0
4.610	+0.000000	-0.059608	+0.161744	+1.021192	+10.380623	+9.227220	-10.264901	-10.264901	115	28	0
4.620	+0.000000	-0.010980	+0.159400	+1.076095	+11.534025	+10.726644	-10.264901	-10.264901	113	28	0
4.630	+0.000000	+0.001569	+0.159400	+1.141979	+11.534025	+11.534025	-10.264901	-10.264901	114	28	0
4.640	+0.000000	+0.028235	+0.161744	+1.218843	+12.226067	+12.226067	-10.264901	-10.264901	115	28	0
4.650	+0.000000	+0.028235	+0.161744	+1.284726	+11.880046	+12.687428	-10.264901	-10.264901	114	28	0
4.660	+0.000000	+0.062745	+0.157056	+1.295707	+12.687428	+13.840830	-10.264901	-10.264901	112	28	0
4.670	+0.000000	+0.062745	+0.152368	+1.339629	+12.226067	+14.186851	-10.264901	-10.264901	110	28	0
4.680	+0.000000	+0.062745	+0.150023	+1.350609	+11.880046	+14.532872	-10.264901	-10.264901	108	27	0
4.690	+0.000000	+0.083137	+0.138303	+1.350609	+12.687428	-14.532872	-10.264901	-10.264901	102	28	0
4.700	+0.000000	+0.000000	+0.131271	+1.394532	+0.000000	+0.000000	+0.000000	+0.000000	98	28	0
4.710	+0.000000	+0.089412	+0.131271	+1.383551	+12.687428	-14.186851	-10.264901	-10.264901	98	28	0
4.720	+0.000000	+0.083137	+0.138303	+1.383551	+11.880046	-13.840830	-10.264901	-10.264901	102	28	0
4.730	+0.000000	+0.089412	+0.142991	+1.361590	+12.226067	-13.840830	-10.264901	-10.264901	104	28	0
4.740	+0.000000	+0.095686	+0.142991	+1.361590	+12.687428	-13.840830	-10.264901	-10.264901	104	28	0
